account_name,pe_firm_count,pe_firms,pe_firm_ids,any_multi_sector_sponsor,any_current,website,sources,company_url,wikipedia_url
Accruent,2,Genstar Capital | Vista Equity Partners,genstar-capital|vista-equity,yes,yes,,official_site,https://www.vistaequitypartners.com/company/accruent/,
Ancestry,2,Permira | Silver Lake,permira|silver-lake,yes,yes,,official_site,https://www.silverlake.com/portfolio/ancestry/,
Applied Systems,2,Hellman & Friedman | Vista Equity Partners,hellman-friedman|vista-equity,no,yes,,official_site,https://hf.com/portfolio/applied-systems-inc/,
Bullhorn,2,Genstar Capital | Vista Equity Partners,genstar-capital|vista-equity,yes,yes,,official_site|wikipedia,https://www.vistaequitypartners.com/company/bullhorn/,https://en.wikipedia.org/wiki/Bullhorn%2C_Inc.
Carta,2,Permira | Silver Lake,permira|silver-lake,yes,yes,,official_site,https://www.silverlake.com/portfolio/carta/,
Ellucian,2,Hellman & Friedman | Vista Equity Partners,hellman-friedman|vista-equity,no,yes,,official_site,https://hf.com/portfolio/ellucian-inc/,
Enverus,2,Genstar Capital | Hellman & Friedman,genstar-capital|hellman-friedman,yes,yes,,official_site,https://hf.com/portfolio/enverus/,
ESO,2,Accel-KKR | Vista Equity Partners,accel-kkr|vista-equity,no,yes,https://www.eso.com,official_site,https://www.accel-kkr.com/portfolio-company/eso/,
Klarna,2,Silver Lake | Vista Equity Partners,silver-lake|vista-equity,no,yes,,official_site,https://www.silverlake.com/portfolio/klarna/,
Splunk,2,Hellman & Friedman | Silver Lake,hellman-friedman|silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/splunk-2/,
TeamSystem,2,Hellman & Friedman | Silver Lake,hellman-friedman|silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/teamsystem/,
Vertafore,2,Hellman & Friedman | Vista Equity Partners,hellman-friedman|vista-equity,no,yes,,official_site,https://hf.com/portfolio/vertafore-inc/,
2-10 Home Buyers Warranty,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
365 Retail Markets,1,Providence Equity Partners,providence-equity,yes,yes,,official_site,,
4human,1,Accel-KKR,accel-kkr,no,yes,https://4human.no,official_site,https://www.accel-kkr.com/portfolio-company/4human/,
8am,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
A Place for Mom,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/a-place-for-mom/,
A2MAC1,1,Providence Equity Partners,providence-equity,yes,yes,,official_site,,
ABRA Auto Body & Glass,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/abra/,
Abracon,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Abrigo,1,Accel-KKR,accel-kkr,no,yes,https://www.abrigo.com,official_site,https://www.accel-kkr.com/portfolio-company/abrigo/,
ABS,1,Permira,permira,yes,yes,,official_site,,
ACA Group,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Accelerate Learning,1,Providence Equity Partners,providence-equity,yes,yes,,official_site,,
Accelya,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/accelya/,
Accertify,1,Accel-KKR,accel-kkr,no,yes,https://www.accertify.com,official_site,https://www.accel-kkr.com/portfolio-company/accertify/,
AccessPay,1,Accel-KKR,accel-kkr,no,yes,https://accesspay.com,official_site,https://www.accel-kkr.com/portfolio-company/accesspay/,
Achievers,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/achievers/,
Acquia,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/acquia/,
Acrisure,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Action,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/action/,
Activant Solutions,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/activant/,
ACTIVE Network,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/active-network/,
Acuity Analytics,1,Permira,permira,yes,yes,,official_site,,
Acumatica,1,Vista Equity Partners,vista-equity,no,yes,,official_site|wikipedia,https://www.vistaequitypartners.com/company/acumatica/,https://en.wikipedia.org/wiki/Acumatica
Aderant,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/aderant/,
Adevinta,1,Permira,permira,yes,yes,,official_site,,
Advanstar Communications,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/advanstar-communications/,
Advarra,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Advicent Solutions,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/advicent-solutions/,
AGDATA,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/agdata/,
Airbnb,1,Silver Lake,silver-lake,no,yes,,geig_article|official_site|wikipedia,https://www.silverlake.com/portfolio/airbnb-2/,https://en.wikipedia.org/wiki/Airbnb
Airtable,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/airtable/,
Airties,1,Providence Equity Partners,providence-equity,yes,yes,,official_site,,
AKUVO,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/akuvo/,
Alchemy,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/alchemy/,
Alegeus,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/alegeus/,
Alera Group,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
AlertMedia,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/alertmedia/,
Alibaba Group,1,Silver Lake,silver-lake,no,yes,,official_site|wikipedia,https://www.silverlake.com/portfolio/alibaba-group/,https://en.wikipedia.org/wiki/Alibaba_Group
"AlixPartners, LLP",1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/alixpartners-llp/,
Allegro Group,1,Permira,permira,yes,yes,,official_site,,
Allfunds S.A.,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/allfunds/,
Allocate Software,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/allocate-software/,
AllTrails,1,Permira,permira,yes,yes,,official_site,,
Allvue Systems,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/allvue-systems/,
Allyes,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/allyes/,
Alphatax,1,Providence Equity Partners,providence-equity,yes,yes,,official_site,,
AltamarCAM,1,Permira,permira,yes,yes,,official_site,,
Alter Domus,1,Permira,permira,yes,yes,,official_site,,
Altera,1,Silver Lake,silver-lake,no,yes,,official_site|wikipedia,https://www.silverlake.com/portfolio/altera/,https://en.wikipedia.org/wiki/Altera
Althea,1,Permira,permira,yes,yes,,official_site,,
Altra Industrial Motion,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
AMC,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/amc/,
AmeriLife,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Amtech Software,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/amtech/,
Amwins Group,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Ant Group,1,Silver Lake,silver-lake,no,yes,,geig_article|official_site|wikipedia,https://www.silverlake.com/portfolio/ant-group/,https://en.wikipedia.org/wiki/Ant_Group
Anuvu,1,Platinum Equity,platinum-equity,yes,yes,,official_site,,
Aperture,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Apex Group,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Applause,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/applause/,
Appspace,1,Accel-KKR,accel-kkr,no,yes,https://lltrck.com,official_site,https://www.accel-kkr.com/portfolio-company/appspace/,
Apptio,1,Vista Equity Partners,vista-equity,no,yes,,official_site|wikipedia,https://www.vistaequitypartners.com/company/apptio/,https://en.wikipedia.org/wiki/Apptio
Aptean,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/aptean/,
Aras,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/aras/,
Arbiter,1,Accel-KKR,accel-kkr,no,yes,https://lltrck.com,official_site,https://www.accel-kkr.com/portfolio-company/arbiter/,
Arcaplanet,1,Permira,permira,yes,yes,,official_site,,
Arch Capital Group,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/arch-capital-group/,
Arcos,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/arcos/,
Arrow International,1,Platinum Equity,platinum-equity,yes,yes,,official_site,,
Arrowhead Engineered Products,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Artisan Partners Asset Management,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/artisan-partners-asset-management-inc/,
Artivest,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Ascensus,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
ASP Global,1,Platinum Equity,platinum-equity,yes,yes,,official_site,,
Aspect,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/aspect/,
Aspira,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/aspira/,
Assent,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/assent-compliance/,
AssetMark,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Associated Materials Incorporated,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/associated-materials-incorporated/,
Association Member Benefits Advisors,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
At Home,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/at-home/,
athenahealth,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/athenahealth/,
Atrium,1,Permira,permira,yes,yes,,official_site,,
Australian Professional Leagues,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/australian-professional-leagues/,
AutoScout24,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/autoscout24/,
Avago,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/avago/,
Avalara,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/avalara/,
Avaya,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/avaya/,
AVI-SPL,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/avi-spl/,
Awaze,1,Platinum Equity,platinum-equity,yes,yes,,official_site,,
AWL,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Axel Springer AG,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/axel-springer-ag/,
Axia,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Axiom,1,Permira,permira,yes,yes,,official_site,,
Baker Tilly,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/baker-tilly/,
Basware,1,Accel-KKR,accel-kkr,no,yes,https://www.basware.com/en-en/home,official_site,https://www.accel-kkr.com/portfolio-company/basware/,
Belron,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/belron/,
Benchmark Gensuite,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/benchmark-gensuite/,
BESTSECRET,1,Permira,permira,yes,yes,,official_site,,
BetterCloud,1,Vista Equity Partners,vista-equity,no,yes,,official_site|wikipedia,https://www.vistaequitypartners.com/company/bettercloud/,https://en.wikipedia.org/wiki/BetterCloud
BFY Brands,1,Permira,permira,yes,yes,,official_site,,
BigMachines,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/bigmachines/,
BigTime,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/bigtime-software/,
BioCatch,1,Permira,permira,yes,yes,,official_site,,
Birdeye,1,Accel-KKR,accel-kkr,no,yes,https://lltrck.com,official_site,https://www.accel-kkr.com/portfolio-company/birdeye/,
Biscuit International,1,Platinum Equity,platinum-equity,yes,yes,,official_site,,
Blackbaud,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/blackbaud-inc/,
Blackhawk Network,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/blackhawk-network/,
BlackLine,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/blackline/,
Blue Danube System,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/blue-danube-system/,
Blue Mountain,1,Accel-KKR,accel-kkr,no,yes,https://www.bluemountain.io,official_site,https://www.accel-kkr.com/portfolio-company/blue-mountain-quality-resources/,
BlueConic,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/blueconic/,
BlueCrest,1,Platinum Equity,platinum-equity,yes,yes,,official_site,,
Boats Group,1,Permira,permira,yes,yes,,official_site|wikipedia,https://en.wikipedia.org/wiki/Boats_Group,https://en.wikipedia.org/wiki/Boats_Group
Bonterra,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/bonterra/,
Boyd Corporation,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Brainware,1,Vista Equity Partners,vista-equity,no,yes,,official_site|wikipedia,https://www.vistaequitypartners.com/company/brainware/,https://en.wikipedia.org/wiki/Brainware
Brandt,1,Providence Equity Partners,providence-equity,yes,yes,,official_site,,
Broadcom,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/broadcom/,
Brook + Whittle,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Byju’s,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/byjus/,
CABB,1,Permira,permira,yes,yes,,official_site,,
Cabinetworks,1,Platinum Equity,platinum-equity,yes,yes,,official_site,,
Calderys,1,Platinum Equity,platinum-equity,yes,yes,,official_site,,
Caliber Collision,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/caliber-collision/,
Cambrex,1,Permira,permira,yes,yes,,official_site,,
Carbon,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/carbon/,
Caris Life Sciences,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/caris-life-sciences/,
CarProof Corporation,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/carproof-corporation/,
Casago,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/vacasa/,
Cast & Crew,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/cast-crew/,
Catalent Pharma Solutions,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Catalina Marketing Corporation,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/catalina-marketing-corporation/,
Catawiki,1,Permira,permira,yes,yes,,official_site,,
CBX Solutions,1,Platinum Equity,platinum-equity,yes,yes,,official_site,,
CDW,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/cdw/,
Cegid,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/cegid/,
Celonis,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/celonis/,
Cendyn,1,Accel-KKR,accel-kkr,no,yes,https://lltrck.com,official_site,https://www.accel-kkr.com/portfolio-company/cendyn/,
Centerfield,1,Platinum Equity,platinum-equity,yes,yes,,official_site,,
CentralSquare Technologies,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/centralsquare/,
Cerity Partners,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Cetera Financial Group,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Change Healthcare,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/change-healthcare/,
Checkmarx,1,Hellman & Friedman,hellman-friedman,no,yes,,geig_article|official_site,https://hf.com/portfolio/checkmarx/,
Circana,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/circana/,
Cision,1,Platinum Equity,platinum-equity,yes,yes,,official_site,,
City Football Group,1,Silver Lake,silver-lake,no,yes,,official_site|wikipedia,https://www.silverlake.com/portfolio/city-football-group/,https://en.wikipedia.org/wiki/City_Football_Group
Clari + Salesloft,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/clari-salesloft/,
Clari/Salesloft,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/clari/,
Clarience Technologies,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Claritev Corporation,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/claritev/,
Cloud Software Group,1,Vista Equity Partners,vista-equity,no,yes,,official_site|wikipedia,https://www.vistaequitypartners.com/company/cloudsoftwaregroup/,https://en.wikipedia.org/wiki/Cloud_Software_Group
Club Car,1,Platinum Equity,platinum-equity,yes,yes,,official_site,,
Community Brands,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Comply,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/comply/,
Con-Pearl,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/con-pearl/,
Confie Seguros,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
ConnectiveRx,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
ConstructConnect,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Convenience Bee,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/convenience-bee/,
Cordis,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/cordis/,
Cornerstone,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/cornerstone/,
Credit Karma,1,Silver Lake,silver-lake,no,yes,,official_site|wikipedia,https://www.silverlake.com/portfolio/credit-karma/,https://en.wikipedia.org/wiki/Credit_Karma
Critical Start,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/critical-start/,
Crystal Decisions / Business Objects,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/crystal-decisions-business-objects/,
Ctrip,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/ctrip/,
Curriculum Associates,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/curriculum-associates/,
Custom Truck One Source,1,Platinum Equity,platinum-equity,yes,yes,,official_site,,
Cvent,1,Vista Equity Partners,vista-equity,no,yes,,geig_article|official_site|wikipedia,https://www.vistaequitypartners.com/company/cvent/,https://en.wikipedia.org/wiki/Cvent
CXT Software,1,Accel-KKR,accel-kkr,no,yes,https://cxtsoftware.com,official_site,https://www.accel-kkr.com/portfolio-company/cxt-software/,
Cyncly,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Czarnowski Collective,1,Platinum Equity,platinum-equity,yes,yes,,official_site,,
d&b,1,Providence Equity Partners,providence-equity,yes,yes,,official_site,,
Dalet,1,Accel-KKR,accel-kkr,no,yes,https://www.dalet.com,official_site,https://www.accel-kkr.com/portfolio-company/dalet/,
Datek Online / Ameritrade,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/datek-online-ameritrade/,
Datto,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/datto/,
Daxko,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
DCA Services,1,Platinum Equity,platinum-equity,yes,yes,,official_site,,
De Wave Group,1,Platinum Equity,platinum-equity,yes,yes,,official_site,,
Dell Technologies,1,Silver Lake,silver-lake,no,yes,,geig_article|official_site|wikipedia,https://www.silverlake.com/portfolio/dell-technologies/,https://en.wikipedia.org/wiki/Dell_Technologies
Deluxe,1,Platinum Equity,platinum-equity,yes,yes,,official_site,,
Dentira,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/dentira/,
Diamond Baseball Holdings,1,Silver Lake,silver-lake,no,yes,,official_site|wikipedia,https://www.silverlake.com/portfolio/diamond-baseball-holdings/,https://en.wikipedia.org/wiki/Diamond_Baseball_Holdings
Didi Chuxing,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/didi-chuxing/,
Digitas,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/digitas-inc/,
Dispatch,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/dispatch/,
Docupace,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
DoubleClick,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/doubleclick-inc/,
Drips,1,Accel-KKR,accel-kkr,no,yes,https://drips.com,official_site,https://www.accel-kkr.com/portfolio-company/drips/,
Duck Creek Technologies,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/duck-creek-technologies/,
Duett,1,Accel-KKR,accel-kkr,no,yes,https://lltrck.com,official_site,https://www.accel-kkr.com/portfolio-company/duett-as/,
E&A Scheer,1,Platinum Equity,platinum-equity,yes,yes,,official_site,,
EAB,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/eab/,
Eagleview,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/eagleview/,
ECM Industries,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
eConnections,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/econnections/,
Edelman Financial Engines,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/edelman-financial-engines/,
Eka,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/eka/,
Electro Rent,1,Platinum Equity,platinum-equity,yes,yes,,official_site,,
Electronic Arts,1,Silver Lake,silver-lake,no,yes,,official_site|wikipedia,https://www.silverlake.com/portfolio/electronic-arts/,https://en.wikipedia.org/wiki/Electronic_Arts
Eletive,1,Accel-KKR,accel-kkr,no,yes,https://eletive.com,official_site,https://www.accel-kkr.com/portfolio-company/eletive/,
Eller Media,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/eller-media-company-inc/,
Endalia,1,Accel-KKR,accel-kkr,no,yes,https://lltrck.com,official_site,https://www.accel-kkr.com/portfolio-company/endalia/,
Endeavor Group Holdings,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/endeavor/,
Energy Exemplar,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/energy-exemplar/,
Engageware,1,Accel-KKR,accel-kkr,no,yes,https://engageware.com,official_site,https://www.accel-kkr.com/portfolio-company/engageware/,
Enmark,1,Accel-KKR,accel-kkr,no,yes,https://lltrck.com,official_site,https://www.accel-kkr.com/portfolio-company/enmark/,
Enterasys,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/enterasys/,
Entersekt,1,Accel-KKR,accel-kkr,no,yes,https://www.entersekt.com,official_site,https://www.accel-kkr.com/portfolio-company/entersekt/,
Entrata,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/entrata/,
Equinox Group,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/equinox-group/,
eResearch Technologies,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
ESG,1,Accel-KKR,accel-kkr,no,yes,https://esgglobal.com,official_site,https://www.accel-kkr.com/portfolio-company/esg/,
ESTELA,1,Accel-KKR,accel-kkr,no,yes,https://www.estela.com,official_site,https://www.accel-kkr.com/portfolio-company/estela/,
EverCommerce,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/evercommerce/,
Everway,1,Providence Equity Partners,providence-equity,yes,yes,,official_site,,
Evolution1,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Exact,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/exact/,
Expedia Group,1,Silver Lake,silver-lake,no,yes,,official_site|wikipedia,https://www.silverlake.com/portfolio/expedia-group/,https://en.wikipedia.org/wiki/Expedia_Group
Exxat,1,Accel-KKR,accel-kkr,no,yes,https://lltrck.com,official_site,https://www.accel-kkr.com/portfolio-company/exaat/,
Facile.it,1,Silver Lake,silver-lake,no,yes,,official_site|wikipedia,https://www.silverlake.com/portfolio/facile-it/,https://en.wikipedia.org/wiki/Facile.it
Fanatics,1,Silver Lake,silver-lake,no,yes,,official_site|wikipedia,https://www.silverlake.com/portfolio/fanatics-inc/,https://en.wikipedia.org/wiki/Fanatics%2C_Inc.
Fanatics Collectibles,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/fanatics-trading-cards/,
Fantini Group,1,Platinum Equity,platinum-equity,yes,yes,,official_site,,
FastSpring,1,Accel-KKR,accel-kkr,no,yes,https://fastspring.com,official_site,https://www.accel-kkr.com/portfolio-company/fastspring/,
FATHOM,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/fathom/,
Financial Horizons Group,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Finastra,1,Vista Equity Partners,vista-equity,no,yes,,official_site|wikipedia,https://www.vistaequitypartners.com/company/finastra/,https://en.wikipedia.org/wiki/Finastra
First Advantage,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/first-advantage/,
First Eagle Investments,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Flash,1,Vista Equity Partners,vista-equity,no,yes,,official_site,https://www.vistaequitypartners.com/company/flash/,
Flextronics,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/flextronics/,
Flix,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/flix/,
Flourish,1,Genstar Capital,genstar-capital,yes,yes,,official_site,,
Forcepoint,1,Vista Equity Partners,vista-equity,no,yes,,official_site|wikipedia,https://www.vistaequitypartners.com/company/forcepoint/,https://en.wikipedia.org/wiki/Forcepoint
ForeFlight,1,Silver Lake,silver-lake,no,yes,,official_site,https://www.silverlake.com/portfolio/foreflight/,
Formula One Holdings Limited,1,Hellman & Friedman,hellman-friedman,no,yes,,official_site,https://hf.com/portfolio/formula-one-holdings-limited/,
